id_dog_food,source,name_product,description,ingredients,breed_size,life_stage,food_form,flavour,category,calories,moisture,protein,fat,carbohydrate,crude_fibre,crude_ash,soluble_fibre,total_dietary_fiber,insoluble_fibre,starch,calcium,phospohorus,potassium,sodium,magnesium,iron,copper,zinc,chloride,sulphur,vitamin_a,vitamin_c,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7,vitamin_b9,vitamin_b12,dha,epa,epa_dha,omega_3,omega_6,linoleic_acid,alpha_linolenic_acid,essential_fatty_acids,taurine,l_arginine,l_lysine,glutamine_glutamate,dl_methionine_l_cystine,bcaa_total,hydroxyproline,beta_carotene,l_carnitine,glucosamine,chondroitin_sulfate
186,https://www.hillspet.com/dog-food/pd-dd-canine-venison-formula-canned,d/d potato & venison recipe wet dog food,dd potato   venison recipe wet dog food limited ingredient dog food to support your dog food sensitivity there can be a variety of reason for your dog itchy skin condition include sensitivity to food the good news be most pet with these skin condition can benefit simply by eat the right food limit ingredient nutrition with a single animal protein to avoid common allergen in dog with food sensitivity free from soy protein high level of omega fatty acid clinically prove antioxidant                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ask your veterinarian for specific feeding instruction for your pet refer to the daily feeding guide as a place to start gram be the most accurate form of measurement cup be estimate from gram for good resultsgradually transition to this new food for   day or moreexclusively feed the recommend prescription diet dry and wet foodskeep fresh water available at all timeshave your veterinarian monitor your pet conditioncover and refrigerate unused portion adult dog    potato   venison recipe  ,"salt, water, potato, salmon_oil, coconut_oil, potato, soybean_oil, venison_liver, venison",-,-,wet food,,"food sensitivity,skin health",,78.0,4.378,3.63,12.232,0.616,0.0,,0.0,0.0,0.0,0.79,0.61,0.92,0.31,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,1.1,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,https://www.hillspet.com/dog-food/pd-dd-canine-salmon-formula-canned,d/d salmon formula wet dog food,dd salmon formula wet dog food limited ingredient dog food to support your dog food sensitivity there can be a variety of reason for your dog itchy skin condition include sensitivity to food the good news be most pet with these skin condition can benefit simply by eat the right food limit ingredient nutrition with a single animal protein to avoid common allergen in dog with food sensitivity free from soy protein high level of omega fatty acid clinically prove antioxidant                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ask your veterinarian for specific feeding instruction for your pet refer to the daily feeding guide as a place to start gram be the most accurate form of measurement cup be estimate from gramsfor good resultsgradually transition to this new food for   day or moreexclusively feed the recommend prescription diet dry and wet foodskeep fresh water available at all timeshave your veterinarian monitor your pet conditioncover and refrigerate unused portion adult dog    salmon formula  ,"salt, salmon, water, potato, salmon_oil, potato, soybean_oil",-,-,wet food,,"food sensitivity,skin health",,78.0,4.224,3.586,12.584,0.396,0.0,,0.0,0.0,0.0,0.79,0.69,0.99,0.25,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.0,2.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,https://www.hillspet.com/dog-food/pd-gd-canine-canned,g/d turkey flavor wet dog food,gd turkey flavor wet dog food support need of age dog and help protect vital heart and kidney function the food your dog eat play an important role in their overall health and wellbeing as dog age they may require control level of protein and mineral to protect vital kidney and heart function in their golden year optimal balance of key nutrient   protein sodium and mineral control phosphoru sodium and moderate protein control dietary fat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ask your veterinarian for specific feeding instruction for your pet daily feeding recommendation be only a guide and a place to start gram be the most accurate form of measurement cup be estimate from gramsfor good resultsgradually transition to this new food for   day or more   some dog may need long than   day to transition to a new food be patient and consistentexclusively feed the recommend prescription diet dry and wet foodskeep fresh water available at all timeshave your veterinarian monitor your pet conditioncover and refrigerate unused portion adult dog    turkey flavor  ,"salt, pork_liver, flaxseed, water, beet, rice, corn, turkey, chicken_fat",-,-,wet food,,aging care,,78.0,4.092000000000001,2.332,14.212,0.396,0.0,,0.0,0.0,0.0,0.76,0.42,0.71,0.21,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,https://www.hillspet.com/dog-food/pd-gd-canine-dry,g/d chicken flavor dry dog food,gd chicken flavor dry dog food support need of age dog and help protect vital heart and kidney function the food your dog eat play an important role in their overall health and wellbeing as dog age they may require control level of protein and mineral to protect vital kidney and heart function in their golden year optimal balance of key nutrient   protein sodium and mineral control phosphoru sodium and moderate protein control dietary fat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ask your veterinarian for specific feeding instruction for your pet daily feeding recommendation be only a guide and a place to start gram be the most accurate form of measurement cup be estimate from gramsfor good resultsgradually transition to this new food for   day or more   some dog may need long than   day to transition to a new food be patient and consistentexclusively feed the recommend prescription diet dry and wet foodskeep fresh water available at all timeshave your veterinarian monitor your pet conditionto prevent suffocation keep the packaging out of the reach of pet   child                                                                                                                                                                                         adult dog    chicken flavor  ,"salt, flaxseed, soybean_oil, rice, egg, chicken_liver, wheat, corn, chicken_fat, sorghum",-,-,dry food,,aging care,,0.0,18.5,11.0,64.6,1.0,0.0,,0.0,0.0,0.0,0.81,0.42,0.8,0.23,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,https://www.hillspet.com/dog-food/pd-hd-canine-dry,h/d chicken flavor dry dog food,hd chicken flavor dry dog food formulate to support your dog heart health poor heart health can affect your dog lifestyle happiness and quality of life the food your dog eat play an important role in his or her overall health and wellbee    l                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ask your veterinarian for specific feeding instruction for your pet daily feeding recommendation be only a guide and a place to start gram be the most accurate form of measurement cup be estimate from gramsfor good resultsgradually transition to this new food for   day or moreexclusively feed the recommend prescription diet dry and wet foodskeep fresh water available at all timeshave your veterinarian monitor your pet conditionto prevent suffocation keep the packaging out of the reach of pet   child                                                                                                                                                                                                                                                                                         adult dog    chicken flavor  ,"barley, salt, soybean_oil, chicken_liver, wheat, corn, chicken_fat, soybean",-,-,dry food,,heart care,,0.0,19.8,21.2,53.0,1.6,0.0,,0.0,0.0,0.0,0.7,0.45,0.75,0.11,0.14,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,https://www.hillspet.com/dog-food/pd-canine-cd-multicare-low-fat-vegetables-and-turkey-stew-canned,c/d multicare low fat vegetables & turkey stew dog food,cd multicare low fat vegetable   turkey stew dog food support for a dog low fat need and urinary health bladder stone be collection of mineral crystal that combine together in the urinary tract they can cause discomfort and lead to more serious problem that require the care of a veterinarian help low concentration of build block for bladder stone control calcium low sodium   add potassium citrate control fat to help lower blood fat level                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ask your veterinarian for specific feeding instruction for your pet daily feeding recommendation be only a guide and a place to start gram be the most accurate form of measurement cup be estimate from gramsfor good resultsgradually transition to this new food for   day or moreexclusively feed the recommend prescription diet dry and wet foodskeep fresh water available at all timeshave your veterinarian monitor your pet conditionto prevent suffocation keep the packaging out of the reach of pet   childrento increase chance of a successful outcome continue feed the food longterm as recommend by your veterinarian                                                                                                                                                                     adult dog    vegetable   turkey  ,"carrot, salt, barley, pork_liver, green_pea, yeast, water, potato, salmon_oil, sugar, soybean_oil, rice, wheat, turkey, chicken_fat",-,-,wet food,,urinary care,,82.0,4.176,1.476,10.476,0.72,0.0,,0.0,0.0,0.0,0.93,0.63,1.01,0.28,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,https://www.hillspet.com/dog-food/pd-canine-cd-multicare-low-fat-chicken-dry,c/d multicare low fat dog food,cd multicare low fat dog food support for a dog low fat need and urinary health bladder stone be collection of mineral crystal that combine together in the urinary tract they can cause discomfort and lead to more serious problem that require the care of a veterinarian help low concentration of build block for bladder stone control calcium low sodium   add potassium citrate control fat to help lower blood fat level                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ask your veterinarian for specific feeding instruction for your pet daily feeding recommendation be only a guide and a place to start   gram be the most accurate form of measurement cup be estimate from gramsfor good resultsgradually transition to this new food for   day or moreexclusively feed the recommend prescription diet dry and wet foodskeep fresh water available at all timeshave your veterinarian monitor your pet conditionto prevent suffocation keep the packaging out of the reach of pet   childrento increase chance of a successful outcome continue feed the food longterm as recommend by your veterinarian                                                                                                                                                                    adult dog    chicken flavor  ,"barley, salt, flaxseed, chicken, salmon_oil, rice, egg, corn, chicken_fat",-,-,dry food,,urinary care,,0.0,22.0,7.3,65.1,0.9,0.0,,0.0,0.0,0.0,0.69,0.58,0.7,0.24,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,https://www.hillspet.com/dog-food/pd-ad-canine-feline-canned,a/d with chicken wet dog/cat food,ad with chicken wet dogcat food nutritional support that encourage eat for pet recover from surgery illness or injury                                                                                                                                                                                                                                                                                                                                                          cat and dog can undergo significant metabolic change when recover from surgery illness or injury while under these stressful condition your pet be challenge to maintain their strong natural defense which make it even more important to feed the right food to help your pet bounce back from these tough situation                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          individual requirement may vary depend on preexist nutritional status and medical condition use only as direct by your veterinarian adult dog    with chicken  ,"pork_liver, water, salmon_oil, turkey_liver, pork, corn, chicken",-,-,wet food,,urgent care,,78.0,9.68,7.26,2.882,0.022,0.0,,0.0,0.0,0.0,1.26,1.16,1.19,0.89,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,6.71,0.0,0.0,0.0,0.66,0.0,0.0,5.59,0.0,7.36,0.0,0.0,0.0,0.0,0.0
194,https://www.hillspet.com/dog-food/pd-bd-canine-dry,b/d chicken flavor dry dog food,bd chicken flavor dry dog food help improve memory and learn in old dog as dog age many may start to show agerelate behavior such as house soiling disrupt sleep pattern loss of memory and reduce social interaction improve these age behavior can be as easy as feed the right nutrition early on and consistently high level of omega fatty acid to support brain health appropriate level of protein phosphorus   sodium clinically prove antioxidant plus add fruit   vegetable                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ask your veterinarian for specific feeding instruction for your petdaily feed recommendation be only a guide and a place to startgram be the most accurate form of measurement cup be estimate from gramsfor good resultsgradually transition to this new food for   day or moreexclusively feed the recommend prescription diet dry and wet foodskeep fresh water available at all timeshave your veterinarian monitor your pet conditionto prevent suffocation keep the packaging out of the reach of pet   child                                                                                                                                                                                                                                                                                           adult dog    chicken flavor  ,"carrot, salt, flaxseed, tomato, chicken, beet, citrus, soybean_oil, rice, chicken, wheat, corn, spinach, chicken_fat",-,-,dry food,,"aging care,nervous system care and stress",,0.0,19.1,14.4,59.0,2.9,0.0,,0.0,0.0,0.0,0.72,0.6,0.74,0.15,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,https://www.hillspet.com/dog-food/sd-canine-puppy-sensitive-stomach-and-skin-salmon-vegetable-stew-canned,puppy sensitive stomach & skin salmon & vegetable stew,puppy sensitive stomach   skin salmon   vegetable stew gentle on stomach while nourish skin   support development in grow puppy hill science diet sensitive stomach   skin wet puppy food be highly digestible for optimal nutrient absorption   easy stool pickup specially formulate with vitamin e   omega fatty acid to promote healthy skin   fur adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        puppie up to   year old and pregnant or nursing dog include those with sensitive stomach or skin                                                                               salmon   vegetable stew  ,"carrot, pork_liver, salmon, egg_yolks, green_pea, yeast, potato, beet, potato, soybean_oil, chicken_broth, egg_whites, rice, chicken_fat",-,puppy,wet food,,"food sensitivity,puppy care,skin health",,83.0,5.355,3.672000000000001,6.341,0.187,0.0,,0.0,0.0,0.0,1.21,1.04,0.93,0.6,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,1.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,https://www.hillspet.com/dog-food/sd-canine-puppy-no-corn-wheat-soy-dry,"puppy no corn, wheat, soy chicken & brown rice recipe                                  ",puppy no corn wheat soy chicken   brown rice recipe                                    support healthy brain eye muscle bone   immune system development in grow puppy                                                                                                                                                                                                                                                                                                                                                                hill science diet puppy no corn wheat soy dry food be rich in flavor   carefully formulate for the developmental need of puppy so they get the good start in life   grow to their full potential formulate without corn wheat or soy dha from fish oil for healthy brain   eye development highquality protein for build lean muscle balance mineral for strong bone   tooth balance nutrition for holistic health include add taurine                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        puppie up to   year old and pregnant or nursing dog    chicken   brown rice recipe  ,"barley, salt, carrot, flaxseed, broccoli, apple, green_pea, chicken, brown_rice, beet, salmon_oil, egg, chicken, oat, cranberry, chicken_fat",-,puppy,dry food,,puppy care,,0.0,29.0,20.2,40.7,1.8,0.0,,0.0,0.0,0.0,1.55,1.28,0.8,0.51,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.0,1.31,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,https://www.hillspet.com/dog-food/sd-canine-puppy-sensitive-stomach-and-skin-salmon-brown-rice-dry,puppy sensitive stomach & skin salmon & brown rice recipe,puppy sensitive stomach   skin salmon   brown rice recipe gentle on stomach while nourish skin   support development in grow puppy hill science diet sensitive stomach   skin dry puppy food be highly digestible for optimal nutrient absorption   easy stool pickup specially formulate with vitamin e   omega fatty acid to promote healthy skin   fur dha from fish oil for healthy brain   eye development highquality protein for build lean muscle prebiotic fiber beet pulp to fuel beneficial gut bacteria   support a balanced microbiome highly digestible food that be gentle on the stomach natural ingredient with add vitamin mineral and amino acid                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        puppie up to   year old and pregnant or nursing dog include those with sensitive stomach or skin                                                                               salmon   brown rice recipe  ,"barley, salt, salmon, flaxseed, brown_rice, green_pea, chicken, beet, salmon_oil, soybean_oil, rice, corn, chicken_fat, soybean",-,puppy,dry food,,puppy care,,0.0,30.7,19.8,41.0,1.4,0.0,,0.0,0.0,0.0,1.18,0.91,0.84,0.42,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.94,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,https://www.hillspet.com/dog-food/sd-canine-puppy-large-breed-lamb-meal-brown-rice-recipe-dry,puppy large breed lamb meal & brown rice recipe,puppy large breed lamb meal   brown rice recipe vital nutrient to support   essential building block for lifelong health hill science diet large breed puppy dry food be specially make with an optimal level of calcium for control bone growth a unique developmental need of large breed puppy formulate with vital nutrient to support   essential building block for lifelong health                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        large breed puppy over   lbs when adult up to   month old    lamb meal   brown rice recipe  ,"oat, lamb, soybean, brown_rice, salt, flaxseed, salmon_oil, egg, barley, chicken_fat, green_pea, beet, citrus, soybean_oil, rice, wheat, cranberry",large,puppy,dry food,,puppy care,,0.0,27.9,17.8,45.1,2.4,0.0,,0.0,0.0,0.0,1.15,0.91,0.9,0.44,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.68,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,https://www.hillspet.com/dog-food/sd-canine-puppy-small-bites-dry,puppy small bites chicken & brown rice recipe,puppy small bite chicken   brown rice recipe vital nutrient to support   essential building block for lifelong health hill science diet puppy small bite dry food be rich in flavor   carefully formulate with vital nutrient to support   essential building block for lifelong health so they get the good start in life   grow to their full potential delicious flavor in a small bite size for those that prefer variety dha from fish oil for healthy brain   eye development highquality protein for build lean muscle balance mineral for strong bone   tooth breakthrough blend of prebiotic fiber to support the gut microbiome and digestive system vitamin e and omegas for healthy skin   coat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog   year of age that weigh up to kg when full grown    chicken   brown recipe  ,"salt, brown_rice, flaxseed, green_pea, chicken, beet, citrus, salmon_oil, soybean_oil, chicken, oat, wheat, corn, cranberry, chicken_fat, soybean",-,puppy,dry food,,puppy care,,0.0,27.8,19.0,42.4,2.5,0.0,,0.0,0.0,0.0,1.54,1.26,0.9,0.5,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,https://www.hillspet.com/dog-food/sd-canine-puppy-small-breed-dry,puppy small & mini chicken & brown rice recipe,puppy small   mini chicken   brown rice recipe vital nutrient to support   essential building block for lifelong health tailor for unique need of small and mini puppy                                                                                                                                                                                                                                                                                                                         hill science diet small   mini puppy dry food be tailor to the unique need of small and mini dog rich in flavor it be carefully formulate with vital nutrient to support   essential building block for lifelong health so they get the good start in life   grow to their full potential dha from fish oil for healthy brain   eye development highquality protein for build lean muscle breakthrough blend of prebiotic fiber to support the gut microbiome and digestive system balance mineral for strong bone   tooth contain our special small   mini antioxidant blend for lifelong immune support                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        puppie up to   year old and pregnant or nursing dog    chicken   brown rice recipe  ,"barley, salt, brown_rice, flaxseed, green_pea, chicken, beet, salmon_oil, citrus, soybean_oil, chicken, oat, corn, cranberry, chicken_fat, soybean",small,puppy,dry food,,puppy care,,0.0,28.9,19.7,40.6,2.3,0.0,,0.0,0.0,0.0,1.58,1.31,0.86,0.49,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-chicken-vegetable-entree-canned,adult sensitive stomach & skin chicken & vegetable entrée dog food,adult sensitive stomach   skin chicken   vegetable entre dog food support digestive health nourish skin and promote a lustrous coat                                                                                                                                                                                                                                                                                                                                                                                  hill science diet adult sensitive stomach   skin chicken   vegetable entre nutrition for optimal digestive   skin health nutrition for optimal digestive   skin health grain free easytodig ingredient for healthy digestion   easy stool pickup vitamin e   omega fatty acid for skin nourishment adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog    year of age include those with food sensitivity                                                                                                               chicken   vegetable entre  ,"carrot, salt, flaxseed, green_bean, apple, green_pea, potato, beet, soybean_oil, chicken_broth, egg_whites, turkey, chicken",-,adult,wet food,,"food sensitivity,skin health",,78.0,6.138,4.312,9.35,0.7040000000000001,0.0,,0.0,0.0,0.0,1.26,0.75,0.89,0.39,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-salmon-vegetable-entree-canned,adult sensitive stomach & skin salmon & vegetable entrée dog food,adult sensitive stomach   skin salmon   vegetable entre dog food support digestive health nourish skin and promote a lustrous coat                                                                                                                                                                                                                                                                                                                                                                                  hill science diet adult sensitive stomach   skin salmon   vegetable entre nutrition for optimal digestive   skin health nutrition for optimal digestive   skin health grain free easytodig ingredient for healthy digestion   easy stool pickup vitamin e   omega fatty acid for skin nourishment adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog include those with sensitive stomach or skin                                                                                                                          salmon   vegetable entre  ,"carrot, salt, salmon, green_bean, apple, green_pea, potato, beet, sugar, chicken_broth, soybean_oil, egg_whites, whey, turkey, chicken_fat",-,-,wet food,,"food sensitivity,skin health",,78.0,5.39,4.004,10.758,0.44,0.0,,0.0,0.0,0.0,1.14,0.83,0.83,0.35,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,0.97,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,https://www.hillspet.com/dog-food/sd-canine-adult-sensitive-stomach-and-skin-grain-free-dry,adult sensitive stomach & skin grain free chicken & potato recipe dog food,adult sensitive stomach   skin grain free chicken   potato recipe dog food hill science diet sensitive stomach   skin grain free dry dog food be gentle on stomach nourishe skin   promote a lustrous coat hill science diet sensitive stomach   skin grain free dry dog food provide a highly digestible recipe plus a prebiotic fiber promote healthy skin   coat grain free recipe with add beet pulp a nourishing prebiotic fiber high quality easytodig food that be gentle on the stomach vitamin e   omega fatty acid for skin   coat nourishment                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog include those with a sensitive stomach and skin                                                                                                                       chicken   potato recipe  ,"carrot, salt, broccoli, flaxseed, yellow_pea, apple, green_pea, chicken, potato, beet, soybean_oil, egg, chicken, cranberry, chicken_fat",-,-,dry food,,"food sensitivity,skin health",,0.0,24.9,18.1,48.0,2.5,0.0,,0.0,0.0,0.0,1.08,0.75,0.89,0.35,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
